Column2
METAR
METAR 300534066581040 272355Z AUTO 27005G08KT 6SM CLR M12/M19 A2981 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 272335Z AUTO 28006G07KT 6SM CLR M12/M19 A2979 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 272315Z AUTO 29007G09KT 6SM CLR M12/M19 A2978 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 272255Z AUTO 31005G08KT 6SM CLR M12/M18 A2977 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 272235Z AUTO 31006G07KT 6SM CLR M11/M18 A2976 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 272215Z AUTO 32008G11KT 6SM CLR M10/M18 A2974 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 272155Z AUTO 32009G14KT 6SM CLR M10/M18 A2973 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 272135Z AUTO 31007G09KT 6SM CLR M9/M17 A2972 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 272115Z AUTO 28008G11KT 6SM CLR M9/M17 A2971 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 272055Z AUTO 30009G12KT 6SM CLR M8/M16 A2970 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 272035Z AUTO 28011G14KT 6SM CLR M8/M15 A2969 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 272015Z AUTO 28011G17KT 6SM CLR M8/M15 A2968 RMK AO2 SLPNO MAX WND 28017KT 53.3075° -60.4006°
METAR 300534066581040 271955Z AUTO 28009G12KT 6SM CLR M7/M15 A2968 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 271935Z AUTO 27011G15KT 6SM CLR M7/M15 A2967 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 271915Z AUTO 27011G18KT 6SM CLR M7/M15 A2966 RMK AO2 SLPNO MAX WND 26018KT 53.3075° -60.4006°
METAR 300534066581040 271855Z AUTO 28012G15KT 6SM CLR M6/M15 A2965 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 271835Z AUTO 28011G15KT 6SM CLR M6/M15 A2965 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 271815Z AUTO 28011G14KT 6SM CLR M6/M15 A2964 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 271755Z AUTO 28012G14KT 6SM CLR M6/M15 A2964 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 271735Z AUTO 28010G18KT 6SM CLR M6/M14 A2964 RMK AO2 SLPNO MAX WND 28018KT 53.3075° -60.4006°
METAR 300534066581040 271715Z AUTO 29010G14KT 6SM CLR M6/M14 A2964 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 271655Z AUTO 30011G17KT 4SM CLR M6/M13 A2964 RMK AO2 SLPNO MAX WND 30017KT 53.3075° -60.4006°
METAR 300534066581040 271635Z AUTO 28010G17KT 1/4SM FG CLR M6/M13 A2964 RMK AO2 SLPNO MAX WND 28017KT 53.3075° -60.4006°
METAR 300534066581040 271615Z AUTO 28009G15KT M1/4SM FG CLR M7/M12 A2964 RMK AO2 SLPNO MAX WND 27015KT 53.3075° -60.4006°
METAR 300534066581040 271555Z AUTO 28011G15KT 6SM CLR M7/M13 A2963 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 271535Z AUTO 29010G13KT 6SM CLR M7/M14 A2964 RMK AO2 SLPNO 53.3075° -60.4006°
No METAR
METAR 300534066581040 271515Z AUTO 28012G20KT 6SM CLR M8/M14 A2963 RMK AO2 SLPNO MAX WND 28020KT 53.3075° -60.4006°
METAR 300534066581040 271455Z AUTO 28014G23KT 6SM CLR M8/M14 A2963 RMK AO2 SLPNO MAX WND 28023KT 53.3075° -60.4006°
METAR 300534066581040 271435Z AUTO 29013G19KT 6SM CLR M9/M15 A2963 RMK AO2 SLPNO MAX WND 28019KT 53.3075° -60.4006°
METAR 300534066581040 271415Z AUTO 28011G15KT 6SM CLR M9/M14 A2964 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 271355Z AUTO 27013G17KT 6SM CLR M9/M15 A2963 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 271335Z AUTO 27016G23KT 6SM CLR M9/M14 A2963 RMK AO2 SLPNO MAX WND 28023KT 53.3075° -60.4006°
METAR 300534066581040 271315Z AUTO 27013G16KT 6SM CLR M10/M14 A2963 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 271255Z AUTO 27014G21KT 1/2SM FG CLR M9/M14 A2962 RMK AO2 SLPNO MAX WND 26021KT 53.3075° -60.4006°
METAR 300534066581040 271235Z AUTO 28012G17KT 6SM CLR M10/M15 A2961 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 271215Z AUTO 28012G16KT 6SM CLR M10/M15 A2961 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 271155Z AUTO 28012G14KT 6SM CLR M10/M14 A2960 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 271135Z AUTO 28013G20KT 6SM CLR M10/M14 A2959 RMK AO2 SLPNO MAX WND 28020KT 53.3075° -60.4006°
METAR 300534066581040 271115Z AUTO 30008G10KT 4SM ///002 M11/M14 A2958 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 271055Z AUTO 28006G12KT 6SM CLR M11/M14 A2957 RMK AO2 SLPNO MAX WND 28012KT 53.3075° -60.4006°
METAR 300534066581040 271035Z AUTO 36001KT 6SM CLR M10/M13 A2956 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 271015Z AUTO 28005G09KT 6SM CLR M10/M13 A2956 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270955Z AUTO 29004KT 6SM CLR M9/M13 A2955 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270935Z AUTO 30007G09KT 6SM CLR M8/M12 A2954 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270915Z AUTO 32005G07KT 6SM ///055 ///060 M8/M12 A2953 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270855Z AUTO 29006G08KT 6SM CLR M8/M12 A2953 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270835Z AUTO 28008G10KT 6SM CLR M7/M11 A2953 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270815Z AUTO 27010G14KT 6SM ///043 M7/M11 A2952 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270755Z AUTO 27009G12KT 6SM CLR M7/M10 A2951 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270735Z AUTO 27007G13KT 6SM CLR M7/M10 A2950 RMK AO2 SLPNO MAX WND 27013KT 53.3075° -60.4006°
METAR 300534066581040 270715Z AUTO 23005G07KT 6SM CLR M8/M10 A2950 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270655Z AUTO 22003G04KT 6SM CLR M8/M10 A2949 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270635Z AUTO 21004G05KT 6SM ///038 M8/M10 A2948 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270615Z AUTO 22005KT 6SM CLR M7/M9 A2947 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270555Z AUTO 27004G07KT 6SM CLR M8/M10 A2947 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270535Z AUTO 25005G07KT 6SM CLR M7/M9 A2946 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270515Z AUTO 25003G04KT 6SM CLR M7/M10 A2946 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270455Z AUTO 28004G06KT 6SM CLR M6/M9 A2945 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270435Z AUTO 22005G06KT 6SM CLR M6/M9 A2945 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270415Z AUTO 23004G05KT 6SM CLR M6/M9 A2945 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270355Z AUTO 21006G08KT 6SM ///047 ///049 M5/M8 A2945 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270335Z AUTO 20006G08KT 6SM ///030 M5/M8 A2945 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270315Z AUTO 20006G08KT 6SM CLR M5/M8 A2945 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270255Z AUTO 21006G09KT 6SM CLR M5/M8 A2945 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270235Z AUTO 19006G09KT 6SM CLR M5/M8 A2945 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270215Z AUTO 20007G09KT 6SM CLR M5/M8 A2945 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270155Z AUTO 19003G04KT 6SM ///032 M5/M8 A2946 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270135Z AUTO 28002G04KT 6SM ///034 M5/M7 A2946 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270115Z AUTO 35002KT 6SM ///038 ///039 ///040 M5/M7 A2946 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270055Z AUTO 36003G05KT 6SM ///037 ///039 M5/M7 A2946 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270035Z AUTO 36001KT 6SM CLR M5/M7 A2946 RMK AO2 SLPNO 53.3075° -60.4006°
METAR 300534066581040 270015Z AUTO 00000KT 6SM CLR M4/M6 A2946 RMK AO2 SLPNO 53.3075° -60.4006°
